No.,No. 2,Vendor Asset No.,Description,Virtual Asset,Status Code,Condition Code,Active,Critical,Category Code,Type,Manufacturer Code,Model Number,Serial Number,Parent No.,Parent Description,Person/Group Responsible,Notes,Favorite,Open Form Exists,Risk Assessment No.,Max Handout Time (days),In Use,Handed To,Asset Location Code,Asset Location Name,Asset Responsibility Center,Asset Location Address,Asset Location County,Asset Location Country/Region Code,Disable Location Inheritance,Certification Authority,Static Coordinates,Latitude,Longitude,Level,On Transfer Order,In Transit,Installation Date,Lifetime (Years),Expected End Of Life Date,Warranty No.,Warranty Expiration Date,Expiry Notification Date,Warranty Counter Category,Warranty Counter Limit,Warranty Counter Notification Threshold,Number Of Warranties,During Replacement,Replacement Work Order No.,Replacement Asset No.,Connected to Type,Connected to No.,Gen. Bus. Posting Group,Expected Maintenance Strategy,Estimated Cost (h),Ownership Code,Acquisition Date,Acquisition Cost,Current Value,Replacement Cost,Insurance Policy
3310-FN-32,,,SAG Mill Motor Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HD-24,,,Inching Drive,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HO-02,,,20t / 5t Tonne Grinding Area O/H Crane,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HO-52,,,600 KG Mobile Jib Crane,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HT-37,,,Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HT-45,,,Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HX-31,,,Heat Exchanger,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HY-38,,,SAG Mill Feed Chute Trolley HPU,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-HY-54,,,Mill Liner Bolt Removal Tool - Hydraulic Power Unit,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-LB-30,,,SAG Mill Lubrication System,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-LB-36,,,SAG Mill Greasing System,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-LH-16,,,SAG Liner Handling Machine,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-ML-14,,,SAG Mill,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-MS-21,,,SAG Mill Trommel Cover,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-MS-22,,,Mill Liner Bolt Removal Tool (Hydraulic),False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-MS-40,,,SAG Mill Guarding,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PP-04,,,Grinding Area Sump Pump,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PP-34,,,HP Lift Pump No. 1,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PP-35,,,HP Lift Pump No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PP-42,,,LP Conditioning Pump No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PP-44,,,LP Conditioning Pump No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-PV-28,,,SAG Mill Clutch Air Receiver,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3310-SF-46,,,Grinding  Area Safety Shower and Eyewash Station,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3310,Primary Grinding (SAG Mill),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320,,,Secondary (Ball Mill) Grinding and Cyclone Cluster,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3300,Grinding - (Cost Centre 202),,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-BN-18,,,Ball Mill Scats Bin,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-BN-24,,,Ball Mill Addition Bin,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-BN-52,,,Cyclone O/F Trash Bin,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-BX-08,,,Ball Mill Cyclone Feed Pumpbox,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-02,,,Ball Mill Feed Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-06,,,Ball Mill Discharge Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-17,,,Ball Mill Trommel Discharge Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-36,,,Cyclone O/F Trash Screen Feed Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-38,,,Cyclone O/F Trash Screen Underpan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-40,,,Cyclone O/F Trash Screen Oversize Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CH-54,,,Ball Mill Ball Addition Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CU-22,,,Ball Mill Clutch,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-CY-16,,,Ball Mill Cyclones,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-FN-28,,,Ball Mill Motor Cooling Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-HT-47,,,Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-HX-27,,,Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-HX-31,,,Heat Exchanger,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-LB-26,,,Ball Mill Lubrication System,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-LB-36,,,Ball Mill Greasing System,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-ML-04,,,Ball Mill,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-MS-07,,,Ball Mill Trommel Cover,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-MS-42,,,Ball Mill Guarding,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-10,,,Ball Mill Cyclone Feed Pump No.1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-14,,,Ball Mill Cyclone Feed Pump No.2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-32,,,HP Lift Pump No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-33,,,HP Lift Pump No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-44,,,LP Conditioning Pump No. 1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PP-46,,,LP Conditioning Pump No. 2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-PV-24,,,Ball Mill Clutch Air Receiver,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-SA-20,,,Cyclone O/F Sampler,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3320-SR-34,,,Cyclone O/F Trash Screen,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3320,Secondary (Ball Mill) Grinding and Cyclone Cluster,,,False,False,,0,False,,GRINDING,Grinding,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3400,,,Gravity Circuit - (Cost Centre 203),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410,,,Gravity Circuit,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3400,Gravity Circuit - (Cost Centre 203),,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-AG-36,,,Intense Cyanidation Solution Tank Agitator,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-CH-02,,,Gravity Circuit Scalping Screen Feed Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-CH-06,,,Gravity Circuit Scalping Screen Oversize Chute,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-CH-07,,,Gravity Circuit Scalping Screen Underpan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-EF-56,,,Intensive Leach Reactor Fumes Extraction Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-FD-32,,,Intense Cyanide Leachaid Screw Feeder,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-GC-10,,,Gravity Concentrator,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-HP-16,,,Gravity Concentrate Holding Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-HT-38,,,Intense Cyanidation Solution Tank Heater No.1,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-HT-39,,,Intense Cyanidation Solution Tank Heater No.2,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-PP-28,,,Intense Cyanidation Discharge Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-PP-30,,,Intense Cyanidation Drain Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-PP-42,,,Intensive Leach Area Sump Pump,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-PP-54,,,Gravity Leach Solution Feed Pump,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-RA-26,,,Intensive Leach Reactor,False,WO READY,WO READY,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-SA-40,,,Intense Cyanidation Solution Auto-Sampler,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-SF-44,,,Intensive Leach Area Safety Shower and Eyewash Station,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-SR-04,,,Gravity Circuit Scalping Screen,False,MAINTENANCE,WO STATUS,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3410-TK-34,,,Intense Cyanidation Solution Tank,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3410,Gravity Circuit,,,False,False,,0,False,,GRAVITY CIRCUIT,Gravity Circuit,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3500,,,Carbon in Leach - (Cost Centre 204),True,OPERATING,,True,False,MECHANICAL,Asset,,,,,,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505,,,Pre-Leach Thickener,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3500,Carbon in Leach - (Cost Centre 204),,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-BX-02,,,Pre-Leach Thickener Feed Box,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-EF-18,,,Pre-Leach Thickener Exhaust Fan,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-FN-32,,,Air Blast Cooler,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-FW-24,,,Feed Well,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-HD-30,,,Pre-Leach Thickener Hydraulic Power Pack Drive,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
3505-HT-20,,,Pre-Leach Thickener Unit Heater,False,OPERATING,GREEN TAG,True,False,MECHANICAL,Asset,,,,3505,Pre-Leach Thickener,,,False,False,,0,False,,CARBON IN LEACH,Carbon in Leach,,,,,False,,False,0,0,0,False,False,,0,,,,,,0,0,0,False,,, ,,,,0,,,0,0,0,
